Restaurant name,Order ID,Store ID,Delivery Type,Payment type,Payment method,Is Pro Order,Restaurant Address,Order status,Order received at,Has Complaint?,Complaint Reason,Cancelled at,Cancellation reason,Cancellation owner,Subtotal,Service fee,Packaging charges,Minimum order value fee,Vendor Refunds,Customer Fee Total,Tax Charge,Online Payment Fee,Discount Funded by you,Voucher Funded by you,Commission,Operational Charges,Ads Fee,Wait time fee,Marketing Fees,Avoidable cancellation fee,Is Payable,Is Paid,Estimated earnings,Cash amount already collected by you,Amount owed back to platform,Payout Amount,Platform-Funded Discount,Platform-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Order Items
GULA - SEV - Calle Chucena,101647686881,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 20:58,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.34,0.00,9.57,0.00,5.83,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,15.61,0.00,0.00,15.61,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas trufadas, 2 Coca-Cola Zero Azúcar lata 330ml., 1 Sin Extra]"
GULA - SEV - Calle Chucena,101647784792,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 22:01,N,,,,,45.70,0.00,0.00,0.00,0.00,0.00,2.18,0.00,4.36,0.00,10.38,0.00,0.00,0.00,,0.00,,,28.78,0.00,0.00,28.78,0.00,0.00,4.36,0.00,0.00,"1 Cheese Bacon, 1 The Sinner Combo [1 Burger Bohemian Chicken, 1 Fanta Limón lata 330ml.], 1 The Sinner Combo [1 Burger Buffalo Ranch, 1 Agua Cabreiroa (330 ml.)]"
GULA - SEV - Calle Chucena,101647832303,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 22:45,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.17,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.79,0.00,0.00,6.79,0.00,0.00,4.17,0.00,0.00,1 Cheese Bacon
GULA - SEV - Calle Chucena,101648976000,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-10 22:26,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.57,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.58,0.00,0.00,15.58,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml.]"
GULA - SEV - Calle Chucena,101649054576,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-10 23:13,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,9.57,0.00,6.33,0.00,0.00,0.00,,0.00,,,17.67,0.00,0.00,17.67,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger The Trufa Corp Chicken, 1 Fritas trufadas, 2 Fanta Naranja lata 330ml.]"
GULA - MOS - Calle Río Segura,101642126254,927123,Platform delivery,Cash,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-03 21:53,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.96,0.00,2.49,0.00,3.98,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,7.92,0.00,0.00,7.92,0.00,0.00,2.49,0.00,0.00,"1 The Sinner Combo [1 Cheese Bacon V, 1 Aquarius Limón lata 330ml.]"
GULA - MOS - Calle Río Segura,101642132914,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-03 21:58,N,,,,,31.20,0.00,0.00,0.00,0.00,0.00,1.20,0.00,10.33,0.00,5.72,0.00,0.00,0.00,,0.00,,,13.95,0.00,0.00,13.95,0.00,0.00,10.33,0.00,0.00,"2 Cheese Bacon V, 1 Nuestras Fritas"
GULA - MOS - Calle Río Segura,101642217852,927123,Platform delivery,Cash,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-03 22:38,N,,,,,18.40,0.00,0.00,0.00,0.00,0.00,0.96,0.00,1.99,0.00,4.60,0.00,0.00,0.00,,0.00,,,10.85,0.00,0.00,10.85,0.00,0.00,1.99,0.00,0.00,"1 Gula Cheeseburger [1 Extra: Fritas bacon queso, 1 Sin extras, 1 Sin Extras]"
GULA - MOS - Calle Río Segura,101642961051,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-04 21:00,N,,,,,47.20,0.00,0.00,0.00,0.00,0.00,1.73,0.00,15.65,0.00,8.26,0.00,0.00,0.00,,0.00,,,21.56,0.00,0.00,21.56,0.00,0.00,15.65,0.00,0.00,"1 The Pope's Burger, 2 BBK, 1 Fritas Bacon Queso"
GULA - MOS - Calle Río Segura,101643075409,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-04 22:31,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.36,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.60,0.00,0.00,6.60,0.00,0.00,4.36,0.00,0.00,1 BBK
GULA - MOS - Calle Río Segura,101643077946,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-04 22:43,N,,,,,19.80,0.00,0.00,0.00,0.00,0.00,1.04,0.00,2.49,0.00,4.95,0.00,0.00,0.00,,0.00,,,11.32,0.00,0.00,11.32,0.00,0.00,2.49,0.00,0.00,"1 Golden Slider, 1 Nuestras Fritas, 1 Alitas BBK"
GULA - MOS - Calle Río Segura,101643745949,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-05 20:15,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,1.49,0.00,3.73,0.00,0.00,0.00,,0.00,,,8.90,0.00,0.00,8.90,0.00,0.00,1.49,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Sin extras, 1 Sin extras]"
GULA - MOS - Calle Río Segura,101643839105,927123,Platform delivery,Cash,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Cancelled,2026-05-05 21:09,N,,,,,63.30,0.00,0.00,0.00,0.00,0.00,2.33,0.00,20.98,0.00,11.08,0.00,0.00,0.00,,0.00,,,28.91,0.00,0.00,28.91,0.00,0.00,20.98,0.00,0.00,"3 The Pope's Burger, 2 Fritas Bacon Queso, 2 Cheesecake de fresa"
GULA - MOS - Calle Río Segura,101643954128,927123,Platform delivery,Online,SINGLE-1,Y,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-05 23:14,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.87,0.00,6.12,0.00,3.57,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,9.29,0.00,0.00,9.29,0.00,0.00,6.12,0.00,0.00,"1 BBK [1 Sin extras, 1 Sin extras, 1 Sin Extras], 1 Fritas Bacon Queso [1 Sin extras, 1 Sin extras, 1 Sin Extras]"
GULA - MOS - Calle Río Segura,101644765605,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 21:51,Y,Missing item,,,,41.80,0.00,0.00,0.00,0.00,0.00,2.19,0.00,1.99,0.00,10.45,9.90,0.00,0.00,,0.00,,,17.27,0.00,0.00,17.27,0.00,0.00,1.99,0.00,0.00,"1 Pleasure For 2 Combo  [2 Gula Cheeseburger, 1 Fritas bacon queso, 2 Coca-Cola Zero Azúcar lata 330ml., 1 Extra: Pollo frito al estilo GULA, 1 Sin extras, 1 Sin extras]"
GULA - MOS - Calle Río Segura,101644770358,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 21:56,N,,,,,29.20,0.00,0.00,0.00,0.00,0.00,1.13,0.00,8.73,0.00,5.37,0.00,0.00,0.00,,0.00,,,13.97,0.00,0.00,13.97,0.00,0.00,8.73,0.00,0.00,"2 The Pope's Burger, 1 Nuestras Fritas"
GULA - MOS - Calle Río Segura,101644779904,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 22:05,N,,,,,26.80,0.00,0.00,0.00,0.00,0.00,0.98,0.00,9.53,0.00,4.69,0.00,0.00,0.00,,0.00,,,11.60,0.00,0.00,11.60,0.00,0.00,9.53,0.00,0.00,"1 The Pope's Burger, 1 Cheese Bacon V"
GULA - MOS - Calle Río Segura,101644790901,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 22:16,N,,,,,46.50,0.00,0.00,0.00,0.00,0.00,1.71,0.00,15.94,0.00,8.14,0.00,0.00,0.00,,0.00,,,20.71,0.00,0.00,20.71,0.00,0.00,15.94,0.00,0.00,"1 The Pope's Burger, 1 Cheese Bacon V, 1 BBK, 1 Cheesecake de fresa"
GULA - MOS - Calle Río Segura,101644815900,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 22:49,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,2.99,0.00,3.73,0.00,0.00,0.00,,0.00,,,7.40,0.00,0.00,7.40,0.00,0.00,2.99,0.00,0.00,1 The Trufa Corp
GULA - MOS - Calle Río Segura,101644819116,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-06 22:54,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,2.99,0.00,3.73,0.00,0.00,0.00,,0.00,,,7.40,0.00,0.00,7.40,0.00,0.00,2.99,0.00,0.00,1 The Trufa Corp
GULA - MOS - Calle Río Segura,101645556949,927123,Platform delivery,Online,SINGLE-1,Y,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-07 20:37,Y,Missing item,,,,35.40,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,8.85,1.50,0.00,0.00,Prime Order Fee: 0.55,0.00,,,22.52,0.00,0.00,22.52,0.00,0.00,0.00,0.00,0.00,"1 Pleasure For 2 Combo  [1 Spicy V, 1 Bohemian Chicken, 1 Fritas bacon queso, 2 Coca-Cola Sabor Original lata 330ml., 1 Extra: Salsa chile chipotle]"
GULA - MOS - Calle Río Segura,101645574869,927123,Platform delivery,Cash,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Cancelled,2026-05-07 20:51,N,,,,,55.10,0.00,0.00,0.00,0.00,0.00,2.28,0.00,13.60,0.00,10.87,0.00,0.00,0.00,,0.00,,,28.35,0.00,0.00,28.35,0.00,0.00,13.60,0.00,0.00,"3 The Pope's Burger, 1 Fritas Trufadas, 1 Pollo Frito Al Estilo Gula [1 Salsa GULA]"
GULA - MOS - Calle Río Segura,101645673316,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-07 21:59,N,,,,,39.10,0.00,0.00,0.00,0.00,0.00,1.95,0.00,4.44,0.00,9.29,0.00,0.00,0.00,,0.00,,,23.42,0.00,0.00,23.42,0.00,0.00,4.44,0.00,0.00,"1 Spicy V, 1 Fritas Bacon Queso [1 Extra: Fuze Tea Limón Sabor Original Lata 330ml], 1 The Sinner Combo [1 BBK, 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - MOS - Calle Río Segura,101645673565,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-07 21:58,N,,,,,20.90,0.00,0.00,0.00,0.00,0.00,1.10,0.00,1.99,0.00,5.23,0.00,0.00,0.00,,0.00,,,12.58,0.00,0.00,12.58,0.00,0.00,1.99,0.00,0.00,"1 The Golden Bite Combo [1 Gula Cheeseburger, 1 Fritas bacon queso, 1 Aquarius Naranja lata 330ml.]"
GULA - MOS - Calle Río Segura,101646521578,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-08 20:26,N,,,,,19.40,0.00,0.00,0.00,0.00,0.00,0.71,0.00,6.81,0.00,3.40,0.00,0.00,0.00,,0.00,,,8.48,0.00,0.00,8.48,0.00,0.00,6.81,0.00,0.00,"1 The Pope's Burger, 1 Fritas Bacon Queso"
GULA - MOS - Calle Río Segura,101646585533,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-08 20:58,N,,,,,80.20,0.00,0.00,0.00,0.00,0.00,3.42,0.00,17.11,0.00,16.27,0.00,0.00,0.00,,0.00,,,43.40,0.00,0.00,43.40,0.00,0.00,17.11,0.00,0.00,"2 The Trufa Corp, 2 The Pope's Burger, 2 Fritas Bacon Queso, 2 Cheesecake de fresa"
GULA - MOS - Calle Río Segura,101647100579,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 13:57,N,,,,,34.30,0.00,0.00,0.00,0.00,0.00,1.48,0.00,6.61,0.00,7.05,0.00,0.00,0.00,,0.00,,,19.16,0.00,0.00,19.16,0.00,0.00,6.61,0.00,0.00,"1 Buffalo Ranch, 1 BBK, 1 Fritas Bacon Queso"
GULA - MOS - Calle Río Segura,101647720920,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 21:15,N,,,,,27.80,0.00,0.00,0.00,0.00,0.00,1.46,0.00,2.49,0.00,6.95,0.00,0.00,0.00,,0.00,,,16.90,0.00,0.00,16.90,0.00,0.00,2.49,0.00,0.00,"1 Spicy V, 1 BBK"
GULA - MOS - Calle Río Segura,101647728219,927123,Platform delivery,Online,SINGLE-1,Y,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 21:19,N,,,,,31.60,0.00,0.00,0.00,0.00,0.00,1.72,0.00,1.16,0.00,7.61,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,20.56,0.00,0.00,20.56,0.00,0.00,1.16,0.00,0.00,"1 The Sinner Combo [1 The Pope's Burger, 1 Fanta Naranja lata 330ml., 1 Extra: Pollo frito al estilo GULA, 1 Sin extras, 1 Sin extras], 1 Tarta de Oreo"
GULA - MOS - Calle Río Segura,101647880105,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 23:03,Y,Missing item,,,,54.60,0.00,0.00,0.00,0.00,0.00,2.55,0.00,7.45,0.00,12.16,13.90,0.00,0.00,,0.00,,,18.54,0.00,0.00,18.54,0.00,0.00,7.45,0.00,0.00,"2 The Trufa Corp, 1 Cheese Bacon V , 1 Nuestras Fritas, 1 Fritas Buffalo Ranch"
GULA - MOS - Calle Río Segura,101647894105,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 23:20,N,,,,,27.80,0.00,0.00,0.00,0.00,0.00,1.46,0.00,1.49,0.00,6.95,0.00,0.00,0.00,,0.00,,,17.90,0.00,0.00,17.90,0.00,0.00,1.49,0.00,0.00,"1 Buffalo Ranch, 1 The Sinner"
GULA - MOS - Calle Río Segura,101647900507,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-09 23:29,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.29,0.00,4.78,0.00,0.00,0.00,,0.00,,,11.33,0.00,0.00,11.33,0.00,0.00,3.29,0.00,0.00,"1 Cheese Bacon V, 1 Fritas Bacon Queso"
GULA - MOS - Calle Río Segura,101648290243,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-10 14:31,N,,,,,29.80,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.99,0.00,7.45,0.00,0.00,0.00,,0.00,,,19.80,0.00,0.00,19.80,0.00,0.00,0.99,0.00,0.00,"2 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Sabor Original lata 330ml.]"
GULA - MOS - Calle Río Segura,101648870702,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-10 21:02,N,,,,,46.65,0.00,0.00,0.00,0.00,0.00,2.14,0.00,7.45,0.00,10.17,0.00,0.00,0.00,,0.00,,,26.89,0.00,0.00,26.89,0.00,0.00,7.45,0.00,0.00,"2 The Trufa Corp, 1 Cheese Jr., 1 Nuestras Fritas, 1 Fritas Trufadas"
GULA - MOS - Calle Río Segura,101649001043,927123,Platform delivery,Online,SINGLE-1,N,"Calle Río Segura 30
28935 Madrid Móstoles
España",Delivered,2026-05-10 22:20,N,,,,,38.80,0.00,0.00,0.00,0.00,0.00,1.97,0.00,3.79,0.00,9.38,0.00,0.00,0.00,,0.00,,,23.66,0.00,0.00,23.66,0.00,0.00,3.79,0.00,0.00,"1 Gula Cheeseburger [1 Extra: Fritas trufadas], 1 Spicy V, 1 Fritas Bacon Queso [1 Sin extras, 1 Sin extras, 1 Sin Extras]"
